ID,Tag
A5940FC,0
A5977FC,0
A5944FC,0
A5949FC,0
A5959FC,0
A5945FC,0
A5930FC,0
A5965FC,0
A5941FC,0
A5902FC,0
A5924FC,0
A5925FC,0
A5975FC,0
A5905FC,0
A5919FC,0
A5932FC,0
A5946FC,0
A5960FC,0
A5978FC,0
A5973FC,0
A5913FC,0
A5907FC,0
A5903FC,0
A5920FC,0
A5904FC,0
A5757FC,0
A5826FC,0
A5805FC,0
A5818FC,0
A5811FC,0
A5824FC,0
A5711FC,0
A5714FC,0
A5832FC,0
A5804FC,0
A5813FC,0
A5809FC,0
A5780FC,0
A5779FC,0
A5774FC,0
A5761FC,0
A5741FC,0
A5746FC,0
A5727FC,0
A5737FC,0
A5776FC,0
A5748FC,0
A5771FC,0
A5750FC,0
A5735FC,0
A5719FC,0
A5831FC,0
A5833FC,0
A5803FC,0
A5838FC,0
A5723FC,0
A5777FC,0
A5701FC,0
A5806FC,0
A5823FC,0
A5819FC,0
A5836FC,0
A5801FC,0
A5820FC,0
A5712FC,0
A5902FM,1
A5904FM,1
A5913FM,1
A5914FM,1
A5917FM,1
A5919FM,1
A5920FM,1
A5930FM,1
A5940FM,1
A5946FM,1
A5949FM,1
A5961FM,1
A5973FM,1
A5977FM,1
A5978FM,1
A5900FM,1
A5924FM,1
A5932FM,1
A5959FM,1
A5960FM,1
A5965FM,1
A5715FM,1
A5725FM,1
A5738FM,1
A5741FM,1
A5754FM,1
A5761FM,1
A5776FM,1
A5779FM,1
A5780FM,1
A5801FM,1
A5803FM,1
A5804FM,1
A5809FM,1
A5818FM,1
A5823FM,1
A5824FM,1
A5826FM,1
A5828FM,1
A5830FM,1
A5831FM,1
A5832FM,1
A5838FM,1
A5844FM,1
A5701FM,1
A5728FM,1
A5734FM,1
A5748FM,1
A5773FM,1
A5777FM,1
A5805FM,1
A5811FM,1
A5813FM,1
A5819FM,1
A5820FM,1
A5833FM,1
A5712FM,1
A5723FM,1
A5727FM,1
A5735FM,1
A5750FM,1
A5774FM,1
A5806FM,1
A5836FM,1
